@RELATIO-1 aclImdb-first10

@ATTRIBUTE the -1UMERIC
@ATTRIBUTE and -1UMERIC
@ATTRIBUTE a -1UMERIC
@ATTRIBUTE of -1UMERIC
@ATTRIBUTE to -1UMERIC
@ATTRIBUTE is -1UMERIC
@ATTRIBUTE it -1UMERIC
@ATTRIBUTE in -1UMERIC
@ATTRIBUTE i -1UMERIC
@ATTRIBUTE this -1UMERIC
@ATTRIBUTE pos {1,-1}

@DATA
42,0,13,12,17,12,11,11,4,2,-1
4,1,6,2,4,0,5,4,8,0,-1
5,3,5,4,7,2,1,2,1,1,-1
13,8,2,3,3,1,3,1,4,2,-1
9,5,3,3,2,1,4,4,5,4,-1
19,6,4,5,3,4,5,3,8,4,-1
7,3,5,5,4,4,8,5,2,2,-1
17,2,6,3,3,1,6,4,3,4,-1
12,9,6,5,5,2,4,4,4,1,-1
21,8,18,14,11,4,12,6,15,1,-1
29,7,7,15,8,4,2,4,2,1,-1
24,15,11,22,15,2,12,3,5,4,-1
38,16,10,14,13,9,6,4,1,6,-1
3,1,0,1,0,0,1,2,0,0,-1
13,4,7,6,5,4,1,2,0,2,-1
15,5,2,4,2,1,2,5,0,2,-1
31,20,17,11,17,11,6,12,7,9,-1
11,6,5,7,4,3,0,2,0,1,-1
10,3,7,6,3,2,2,2,4,3,-1
1,1,0,2,1,2,1,2,0,1,-1
6,5,5,4,5,4,1,1,0,4,-1
5,3,6,1,3,1,5,3,2,2,-1
4,3,4,2,1,0,0,0,4,2,-1
7,2,4,5,2,1,3,1,0,3,-1
1,0,0,0,0,0,0,0,0,1,-1
16,5,5,4,8,4,3,2,6,3,-1
9,2,6,3,3,2,1,3,3,1,-1
7,4,1,2,4,7,2,2,7,4,-1
7,3,4,5,8,3,3,2,8,6,-1
11,0,2,3,2,4,3,7,5,1,-1
11,6,3,9,5,6,1,3,3,3,-1
5,7,1,1,8,0,1,1,14,0,-1
9,6,3,4,5,3,6,0,2,5,-1
8,2,3,6,2,2,0,2,0,0,-1
6,2,3,3,4,2,3,2,3,1,-1
8,8,3,3,10,4,2,4,3,0,-1
16,11,10,7,9,8,1,5,0,5,-1
1,0,4,4,2,3,1,2,8,3,-1
12,7,4,2,1,7,5,1,2,2,-1
23,6,11,12,10,15,4,8,1,4,-1
9,1,7,4,3,2,8,3,6,3,-1
21,6,5,2,15,7,7,5,6,4,-1
7,1,6,3,5,6,2,2,6,5,-1
3,4,4,1,0,7,0,1,2,2,-1
19,10,4,7,10,6,5,8,2,5,-1
11,3,1,1,6,2,0,3,2,1,-1
14,7,6,4,14,3,9,0,7,4,-1
12,2,4,2,5,5,3,1,2,2,-1
16,7,8,6,6,0,5,3,5,3,-1
10,2,3,4,3,1,3,0,0,1,-1
13,4,3,8,6,5,4,6,2,3,-1
4,3,6,0,1,2,0,1,0,1,-1
3,3,3,0,0,3,2,1,1,3,-1
10,3,5,6,8,4,4,3,1,2,-1
1,3,3,1,0,3,1,1,0,2,-1
0,1,2,1,2,0,1,0,2,3,-1
4,2,1,3,0,1,1,1,0,2,-1
3,4,1,2,0,2,2,2,1,3,-1
8,2,3,2,3,5,2,1,5,7,-1
9,2,3,4,5,0,2,1,2,3,-1
9,6,1,8,4,1,0,0,3,1,-1
9,2,2,3,4,7,1,2,0,2,-1
3,2,1,2,1,2,0,1,2,3,-1
7,2,3,5,6,0,3,2,6,3,-1
34,23,13,14,17,8,6,9,2,4,-1
7,4,4,1,2,1,1,1,0,1,-1
28,6,8,15,10,5,6,7,5,1,-1
37,16,8,10,13,8,6,2,0,4,-1
5,7,7,7,2,2,6,5,0,3,-1
34,17,18,11,11,6,3,18,0,5,-1
16,12,5,3,5,6,0,9,0,2,-1
15,4,5,2,6,7,4,10,4,3,-1
16,13,28,12,10,11,2,9,0,3,-1
9,4,5,5,9,3,3,0,1,2,-1
29,4,4,11,8,5,7,5,6,3,-1
29,12,16,19,16,7,8,4,14,7,-1
8,5,1,1,3,1,1,1,4,4,-1
8,2,3,2,1,4,1,1,3,4,-1
5,1,4,2,3,4,3,1,2,3,-1
16,4,7,8,5,4,1,3,0,3,-1
19,15,16,7,8,4,5,5,7,7,-1
17,3,3,4,1,4,4,2,4,3,-1
42,17,10,17,12,7,12,17,19,19,-1
16,11,7,5,7,5,12,3,5,4,-1
9,3,4,4,3,4,6,1,4,1,-1
44,17,20,30,23,9,8,14,24,27,-1
20,10,15,10,6,4,6,6,0,2,-1
9,5,6,6,2,2,4,2,4,2,-1
17,12,9,2,9,5,2,8,1,3,-1
7,4,5,4,2,2,8,1,8,2,-1
12,0,0,4,1,1,4,0,8,1,-1
16,8,6,5,4,8,2,13,1,4,-1
11,6,5,4,3,4,4,5,8,7,-1
7,0,6,3,2,2,1,0,4,3,-1
5,2,1,1,1,2,4,0,0,3,-1
25,8,8,12,8,4,6,3,5,7,-1
13,5,6,6,5,3,1,6,2,4,-1
4,10,7,6,4,2,6,5,3,2,-1
12,1,4,3,3,2,1,2,0,1,-1
6,6,2,6,3,2,4,2,11,2,-1
11,2,1,7,5,3,6,1,2,3,-1
13,6,5,6,9,5,10,3,0,3,-1
7,1,2,3,4,6,4,0,0,2,-1
11,8,8,5,6,6,7,1,1,7,-1
27,8,18,21,17,13,13,3,21,13,-1
29,12,13,8,16,6,14,6,16,3,-1
14,7,7,10,6,5,4,6,12,8,-1
14,6,4,6,1,2,3,1,1,0,-1
11,8,6,3,5,4,1,2,3,2,-1
24,17,5,5,6,12,2,10,4,10,-1
9,3,3,2,5,4,4,6,5,4,-1
9,6,5,1,7,4,6,1,4,1,-1
9,3,4,0,2,1,2,1,2,3,-1
14,1,5,3,7,6,4,3,8,3,-1
32,17,15,8,30,14,6,4,4,7,-1
19,8,5,8,12,6,3,2,1,1,-1
32,12,12,11,13,8,9,11,6,6,-1
13,10,11,3,11,2,5,9,8,3,-1
24,11,9,11,12,15,11,4,1,0,-1
14,22,19,18,10,11,3,8,5,5,-1
2,2,1,1,3,0,6,0,4,1,-1
6,1,1,0,1,2,1,0,3,1,-1
4,2,2,1,1,4,3,1,4,2,-1
7,11,2,2,8,2,1,0,0,3,-1
23,15,9,17,9,5,10,6,16,6,-1
55,10,15,17,7,6,14,11,29,7,-1
8,1,4,1,2,1,1,2,2,3,-1
8,5,6,6,5,0,5,6,8,0,-1
1,0,3,0,1,0,2,0,1,1,-1
6,1,6,5,2,5,6,1,0,2,-1
51,21,32,30,16,13,11,23,2,1,-1
30,23,17,10,10,1,3,6,3,0,-1
8,2,0,2,3,3,0,1,0,1,-1
0,2,1,0,3,0,1,1,0,1,-1
5,6,4,5,5,2,0,1,1,2,-1
22,10,9,10,13,8,11,5,2,5,-1
30,12,21,9,15,12,3,9,8,7,-1
9,5,7,5,3,1,3,1,0,2,-1
25,10,6,10,5,9,8,4,0,1,-1
13,5,2,2,4,8,4,1,1,0,-1
2,0,1,1,0,2,2,1,1,1,-1
9,3,6,6,1,8,5,3,0,5,-1
14,7,12,8,9,9,0,4,0,1,-1
10,9,5,6,2,3,2,2,2,0,-1
16,16,4,7,6,4,3,8,1,7,-1
10,4,4,5,2,1,2,2,3,1,-1
7,5,6,4,3,3,7,2,7,3,-1
10,7,6,3,6,5,6,2,8,1,-1
10,5,7,2,6,4,4,1,7,5,-1
11,9,6,2,1,3,3,3,3,1,-1
8,4,2,4,4,0,2,1,4,0,-1
6,3,9,2,2,1,1,2,4,4,-1
10,1,4,3,3,2,0,0,2,5,-1
24,10,8,8,5,5,3,1,6,3,-1
8,1,2,4,8,2,5,3,2,7,-1
16,11,11,6,3,12,9,4,10,4,-1
21,5,1,7,2,2,4,1,1,3,-1
50,20,18,22,18,7,8,10,6,7,-1
10,4,4,3,5,1,3,0,1,2,-1
6,8,5,1,1,0,5,3,1,4,-1
12,5,5,2,2,4,0,1,1,3,-1
15,5,5,7,2,1,2,6,0,3,-1
10,3,4,5,1,2,1,2,0,2,-1
29,15,13,5,12,4,9,6,4,3,-1
10,2,1,1,2,6,1,1,0,2,-1
27,8,5,17,7,3,2,6,3,4,-1
11,5,2,4,7,2,8,1,1,3,-1
15,9,14,4,9,3,4,1,8,3,-1
14,2,2,5,4,6,5,2,6,5,-1
3,1,1,1,0,2,1,1,2,3,-1
18,7,10,9,7,6,5,7,4,5,-1
14,6,8,5,2,7,5,1,0,3,-1
3,2,0,2,1,2,2,1,1,1,-1
9,4,3,3,7,2,5,1,0,0,-1
6,1,1,1,3,2,1,2,1,3,-1
16,9,9,8,3,3,8,5,2,2,-1
9,2,6,3,4,4,2,2,2,3,-1
6,5,5,5,2,2,4,1,1,2,-1
9,3,3,5,5,2,1,2,0,1,-1
2,2,2,0,1,0,3,0,0,1,-1
21,9,8,13,4,9,1,2,0,2,-1
11,4,5,2,2,3,3,2,6,1,-1
4,3,1,1,2,3,2,0,10,4,-1
2,3,5,2,2,6,2,3,3,1,-1
13,10,5,10,8,6,2,6,2,1,-1
7,7,6,7,4,3,0,4,5,5,-1
7,9,2,2,2,1,3,1,7,0,-1
5,2,2,6,1,3,2,1,5,1,-1
10,1,3,4,5,4,2,2,5,4,-1
10,9,4,11,15,5,14,5,9,6,-1
24,5,6,9,3,1,4,3,6,2,-1
9,5,1,3,2,2,1,3,5,3,-1
7,2,5,2,7,0,7,0,7,1,-1
9,2,7,6,5,3,3,4,10,4,-1
11,6,8,8,2,5,2,4,2,2,-1
38,0,21,16,25,10,18,13,11,0,-1
8,2,3,4,10,0,3,3,3,2,-1
17,9,13,11,12,6,6,4,3,2,-1
10,5,4,2,5,5,1,0,3,4,-1
6,5,2,2,1,3,0,2,1,5,-1
7,4,3,0,5,5,0,2,0,1,-1
13,2,6,4,6,0,5,3,5,3,-1
10,1,7,1,4,4,1,1,0,0,-1
6,4,7,6,3,5,9,0,4,2,-1
11,4,4,5,3,6,4,1,0,3,-1
0,0,1,2,0,0,0,0,1,1,-1
12,6,2,6,5,3,1,1,1,2,-1
2,3,12,2,3,3,4,2,2,4,-1
6,8,6,9,1,2,3,5,1,1,-1
16,3,7,4,14,4,2,3,4,2,-1
7,4,3,3,4,4,2,5,5,5,-1
11,12,17,8,9,5,1,5,4,4,-1
10,7,10,2,5,6,3,4,0,3,-1
6,3,10,1,3,3,1,1,3,3,-1
3,4,6,4,3,0,0,1,4,3,-1
18,6,15,6,3,2,5,8,2,4,-1
40,11,10,18,10,13,6,5,8,4,-1
57,10,11,22,12,9,2,11,6,7,-1
14,2,5,5,11,2,5,2,13,6,-1
2,0,2,1,0,0,0,1,0,1,-1
10,4,5,8,5,4,4,5,0,3,-1
5,2,4,2,4,1,2,3,2,2,-1
7,5,1,1,3,3,0,2,0,1,-1
11,4,3,5,7,2,4,1,3,2,-1
6,3,2,1,4,0,1,3,2,5,-1
34,12,11,10,8,7,7,5,2,7,-1
69,24,18,32,32,3,11,18,7,16,-1
11,3,5,2,2,1,3,0,1,1,-1
13,7,7,2,1,6,3,1,4,3,-1
27,18,13,9,10,6,5,9,2,5,-1
2,0,7,4,3,2,3,1,4,4,-1
23,13,12,8,4,12,10,1,6,4,-1
9,0,2,2,1,2,1,1,0,3,-1
11,9,9,2,5,4,3,2,2,10,-1
11,5,1,3,5,6,5,6,0,2,-1
6,4,3,5,6,5,2,1,2,4,-1
34,16,15,13,13,12,9,7,4,7,-1
8,4,2,4,0,2,3,0,0,2,-1
16,7,7,10,6,8,2,4,4,1,-1
6,3,6,1,3,4,3,6,1,0,-1
5,2,1,4,1,0,4,3,1,0,-1
19,5,10,13,4,3,1,4,0,3,-1
1,1,2,1,4,1,3,1,2,2,-1
3,2,5,4,3,5,4,4,3,6,-1
14,1,8,4,3,5,2,7,2,2,-1
21,18,17,11,12,11,5,6,1,4,-1
32,13,15,14,18,10,5,12,0,5,-1
18,6,8,9,3,2,5,4,5,2,-1
15,2,3,6,4,3,3,0,3,0,-1
8,6,8,3,3,3,0,1,0,2,-1
11,2,3,4,3,4,1,0,3,2,-1
8,1,6,3,1,7,1,3,0,2,-1
13,6,1,4,4,1,6,3,11,0,-1
13,2,5,1,3,2,1,0,0,2,-1
31,14,24,12,9,8,11,11,2,7,-1
17,4,6,6,6,3,3,3,2,2,-1
39,10,12,15,9,8,1,11,0,2,-1
15,7,4,3,6,0,2,1,5,2,-1
11,7,1,2,10,2,3,3,3,4,-1
41,20,24,11,14,10,3,13,7,3,-1
9,3,3,3,5,2,2,2,5,0,-1
11,4,4,6,4,1,3,2,3,2,-1
17,6,11,5,10,13,13,10,0,2,-1
4,2,2,0,2,3,0,4,0,3,-1
3,1,0,0,1,2,0,1,1,1,-1
2,0,0,0,0,1,2,0,1,2,-1
12,5,6,2,4,7,5,4,2,5,-1
9,4,2,3,6,2,3,3,0,0,-1
4,1,5,1,3,4,5,1,0,1,-1
10,5,5,4,6,5,5,2,2,5,-1
15,5,4,3,10,7,7,6,1,5,-1
10,4,6,4,6,0,2,1,1,0,-1
9,8,9,2,8,4,4,5,4,5,-1
9,0,0,5,4,1,3,1,1,3,-1
1,1,6,3,3,5,3,1,3,3,-1
12,3,8,11,5,3,4,4,1,4,-1
15,5,3,4,6,5,4,2,1,4,-1
7,2,3,2,6,4,4,7,14,3,-1
8,3,2,2,5,3,2,3,0,4,-1
12,7,9,5,7,1,2,6,0,3,-1
5,6,8,1,3,3,4,2,0,3,-1
5,5,4,2,0,3,0,3,3,5,-1
24,8,8,9,12,4,6,3,0,5,-1
10,9,10,5,5,3,5,4,2,5,-1
6,1,2,1,3,1,4,3,3,2,-1
2,0,1,0,3,1,1,0,1,1,-1
8,3,3,3,5,3,1,2,2,5,-1
14,13,7,14,9,9,4,6,12,7,-1
9,4,3,3,2,7,2,5,3,6,-1
17,4,8,2,5,4,5,4,6,2,-1
12,6,6,3,5,0,3,6,1,3,-1
2,2,3,0,4,2,2,1,5,1,-1
12,3,4,10,1,8,4,7,0,6,-1
9,6,3,1,7,5,5,1,2,2,-1
8,3,2,3,4,2,0,0,3,4,-1
9,2,4,7,4,1,4,3,5,2,-1
6,4,1,4,3,1,0,0,1,1,-1
6,4,3,4,1,1,1,1,2,3,-1
7,7,4,2,5,4,6,2,5,2,-1
13,4,3,7,2,1,0,1,0,3,-1
2,4,4,2,1,2,4,1,3,4,-1
29,7,15,12,6,13,3,5,2,3,-1
7,2,7,0,6,1,11,0,2,0,-1
12,1,4,1,4,0,2,1,6,3,-1
5,5,2,3,7,3,9,2,8,8,-1
13,6,6,5,2,7,2,0,0,3,-1
7,1,3,5,4,1,4,4,7,8,-1
12,5,3,6,4,5,3,5,0,3,-1
13,2,3,10,3,2,9,4,10,2,-1
10,3,2,4,0,4,5,5,3,4,-1
9,6,0,2,2,3,3,2,1,4,-1
7,7,7,7,6,2,9,1,11,4,-1
19,8,8,3,1,5,8,7,8,8,-1
25,12,7,7,9,6,4,2,6,16,-1
18,12,7,7,11,4,2,6,1,3,-1
7,2,0,4,3,3,2,0,5,6,-1
7,4,2,3,2,6,1,1,1,3,-1
8,4,4,1,3,5,4,1,4,7,-1
7,4,6,6,3,1,5,1,1,2,-1
17,6,11,2,9,6,4,6,6,8,-1
14,2,12,5,7,4,5,4,2,1,-1
10,1,1,4,6,3,2,4,2,2,-1
2,0,2,3,4,2,3,0,0,2,-1
10,10,14,6,11,8,8,1,4,4,-1
3,2,2,3,4,3,7,1,2,4,-1
18,12,12,12,10,7,13,6,9,6,-1
17,9,13,7,11,7,13,4,5,2,-1
11,4,2,4,2,0,1,2,4,1,-1
4,2,4,4,3,2,5,1,0,0,-1
7,2,3,5,0,2,1,0,1,1,-1
10,2,3,2,3,2,0,2,3,5,-1
3,5,1,2,0,3,3,1,4,2,-1
22,7,7,4,12,6,5,1,6,4,-1
10,5,13,4,4,6,12,3,6,11,-1
0,1,1,1,0,0,0,0,1,0,-1
21,6,12,8,9,6,8,2,1,2,-1
11,0,4,6,5,3,8,5,0,7,-1
21,5,12,5,9,9,6,6,2,5,-1
63,28,18,22,19,10,27,7,10,10,-1
12,3,2,5,4,6,3,2,6,3,-1
15,5,4,3,5,1,3,6,0,2,-1
8,0,5,3,3,3,3,6,6,4,-1
9,3,4,4,4,5,1,2,1,3,-1
4,3,4,2,3,3,3,0,3,2,-1
25,3,10,16,18,9,5,15,4,3,-1
2,7,5,1,8,0,9,1,11,3,-1
13,9,2,7,4,6,2,6,0,3,-1
7,4,3,2,7,6,0,3,0,1,-1
11,4,3,2,3,7,1,2,6,4,-1
6,4,2,1,1,2,3,2,1,3,-1
6,1,4,1,4,2,4,2,3,3,-1
5,6,1,3,5,2,5,2,6,4,-1
1,4,3,0,5,1,0,0,0,1,-1
11,6,7,3,5,2,6,2,4,1,-1
3,4,7,3,5,1,4,3,10,3,-1
16,6,11,9,12,5,1,3,4,1,-1
20,14,13,12,11,10,3,12,1,6,-1
12,4,7,4,3,2,3,6,2,1,-1
20,6,16,9,10,2,4,3,2,2,-1
8,2,5,3,3,2,2,3,3,1,-1
6,2,4,5,4,1,0,1,8,2,-1
3,0,4,1,1,0,1,0,4,0,-1
6,3,2,3,2,4,4,2,5,2,-1
10,1,3,4,3,6,3,1,7,4,-1
11,4,1,8,3,3,5,0,3,1,-1
3,3,3,1,2,5,2,0,13,4,-1
13,14,9,4,9,4,7,3,9,7,-1
7,5,2,5,2,1,0,0,4,7,-1
12,3,0,5,0,2,1,4,3,0,-1
2,3,2,1,2,4,1,0,0,3,-1
9,5,1,2,2,5,6,3,6,2,-1
12,14,4,5,5,7,12,6,1,2,-1
3,4,4,1,2,3,0,1,7,1,-1
4,1,5,5,4,2,2,2,2,1,-1
12,9,10,9,3,8,11,3,3,7,-1
6,5,5,2,6,8,8,1,4,5,-1
10,6,2,4,10,2,0,1,0,2,-1
30,8,7,9,9,4,4,6,2,4,-1
8,5,5,4,5,5,3,1,0,3,-1
10,5,3,5,2,0,7,3,12,2,-1
7,4,11,4,3,3,1,4,2,4,-1
32,11,15,14,9,8,7,4,8,4,-1
20,9,9,6,8,5,1,6,0,4,-1
8,5,2,2,3,5,2,1,2,0,-1
25,3,7,8,4,3,4,3,4,1,-1
9,3,2,7,5,5,1,8,0,2,-1
12,4,3,6,2,1,1,1,3,3,-1
4,1,1,0,3,1,0,2,2,1,-1
8,2,4,5,4,1,0,2,4,3,-1
33,10,4,13,13,13,4,6,12,11,-1
13,1,7,7,2,4,5,1,4,4,-1
8,6,5,2,7,3,0,2,3,1,-1
5,10,5,3,1,3,0,3,0,1,-1
12,1,6,6,4,7,5,2,5,2,-1
3,1,3,0,0,2,2,4,0,2,-1
2,1,3,0,2,3,2,0,2,2,-1
11,3,3,1,7,1,4,4,1,4,-1
4,2,11,4,3,4,0,2,1,2,-1
8,12,3,4,5,6,3,3,2,1,-1
5,17,8,2,13,7,9,1,0,0,-1
7,4,3,4,0,2,2,5,1,3,-1
4,4,5,6,2,0,4,1,2,0,-1
17,7,10,12,8,5,2,8,4,4,-1
3,3,1,3,7,2,1,1,4,4,-1
20,10,30,20,11,6,15,9,10,7,-1
12,6,6,4,7,1,7,0,10,4,-1
16,12,25,13,11,11,11,8,6,9,-1
25,11,8,6,23,4,8,5,18,8,-1
8,10,8,3,5,3,3,1,0,0,-1
8,3,9,8,2,4,1,3,1,2,-1
23,5,10,14,13,3,5,4,4,6,-1
13,5,3,2,11,3,4,3,13,3,-1
29,11,10,10,14,10,16,13,7,7,-1
24,17,9,11,6,5,5,6,0,4,-1
31,12,27,12,7,1,5,14,1,1,-1
7,1,3,5,6,1,3,1,1,3,-1
23,16,17,18,13,9,10,6,2,1,-1
21,20,8,12,8,10,16,11,4,7,-1
9,2,2,5,3,2,3,2,3,1,-1
12,5,10,5,7,2,4,3,12,4,-1
5,3,1,1,2,1,3,2,0,2,-1
22,4,6,4,3,7,9,5,7,5,-1
4,2,4,1,2,1,1,0,0,0,-1
9,3,2,8,2,1,11,1,8,5,-1
11,4,7,1,6,3,4,0,8,2,-1
8,4,7,5,3,3,1,4,0,0,-1
23,13,11,13,11,7,3,4,1,2,-1
10,2,4,4,2,3,3,1,0,2,-1
25,17,12,11,7,11,2,5,0,2,-1
2,5,4,1,3,8,5,1,1,2,-1
10,3,4,3,4,3,5,2,1,0,-1
6,5,14,1,1,0,1,3,1,0,-1
7,3,3,2,0,5,2,0,0,4,-1
9,2,5,3,1,2,6,1,1,4,-1
31,23,9,7,16,10,13,8,2,8,-1
17,3,8,6,8,2,2,1,7,1,-1
23,13,17,3,7,4,7,9,5,5,-1
6,5,8,4,4,8,1,3,0,2,-1
15,5,5,4,5,2,3,3,2,3,-1
3,0,1,0,0,1,2,1,4,1,-1
7,5,3,2,1,5,1,5,0,6,-1
8,7,5,3,5,1,4,8,4,6,-1
17,6,11,13,6,8,8,5,6,8,-1
6,1,4,1,2,1,0,1,4,1,-1
4,1,1,1,3,0,1,1,1,3,-1
4,1,5,1,1,1,1,3,2,5,-1
9,3,7,4,7,6,1,2,0,4,-1
2,6,3,2,3,1,8,1,3,6,-1
12,6,6,2,3,0,4,5,4,2,-1
20,6,14,19,18,6,9,7,2,4,-1
14,5,8,7,12,3,6,1,6,2,-1
17,6,3,4,3,4,3,3,2,4,-1
3,1,5,1,1,0,1,3,0,0,-1
16,8,7,4,0,1,5,6,1,2,-1
16,4,12,2,7,1,1,14,2,3,-1
1,2,1,2,3,0,1,1,0,1,-1
7,4,4,4,4,1,4,3,6,3,-1
7,4,5,2,2,2,0,2,1,1,-1
3,2,1,5,2,8,3,0,5,8,-1
11,7,4,6,8,5,5,4,3,6,-1
53,16,27,18,32,12,14,10,11,8,-1
25,8,8,7,4,8,4,7,4,4,-1
12,7,3,6,7,3,2,2,5,4,-1
4,3,4,0,1,3,1,0,1,4,-1
9,2,7,9,2,1,2,2,6,1,-1
15,3,6,11,5,4,3,3,1,1,-1
11,16,13,10,9,1,1,5,4,2,-1
23,7,5,6,7,7,9,2,8,1,-1
4,2,2,1,1,3,2,0,3,5,-1
12,4,6,4,2,6,2,1,2,2,-1
5,3,6,3,3,2,4,2,1,0,-1
18,5,9,12,6,7,6,2,2,6,-1
4,0,4,2,1,0,1,1,1,3,-1
27,13,10,8,10,4,6,8,2,2,-1
8,1,4,2,2,2,2,3,0,6,-1
6,4,7,4,5,5,6,4,2,2,-1
7,3,2,4,3,5,1,3,3,5,-1
3,2,6,5,3,3,2,0,5,5,-1
5,3,4,1,8,3,9,1,8,3,-1
7,4,5,6,6,5,2,3,2,2,-1
69,15,23,28,22,6,7,10,4,4,-1
7,2,2,5,3,4,0,2,0,4,-1
4,3,1,2,3,1,2,3,3,2,-1
13,4,7,4,3,5,0,2,0,3,-1
10,6,3,4,2,7,4,2,0,2,-1
9,2,3,3,2,0,4,1,1,2,-1
19,9,11,10,3,5,0,7,0,0,-1
6,2,4,7,1,2,1,1,1,2,-1
6,4,10,2,3,2,0,2,2,1,-1
18,5,6,19,8,7,4,2,5,8,-1
14,6,3,5,7,0,3,1,4,1,-1
5,3,3,4,4,2,5,1,3,3,-1
16,9,11,6,7,4,3,6,1,1,-1
57,18,18,19,14,10,14,7,8,8,-1
18,8,2,8,3,8,2,3,1,3,-1
7,2,6,3,7,3,9,9,9,4,-1
14,4,1,2,2,1,0,3,4,1,-1
8,4,1,3,0,1,4,4,1,1,-1
16,23,17,5,14,8,9,17,5,4,-1
26,9,13,16,8,6,2,12,2,3,-1
6,3,3,4,6,6,3,1,0,1,-1
68,29,20,36,37,17,12,17,6,10,-1
9,5,4,2,4,1,6,3,4,1,-1
3,1,3,1,2,0,0,1,0,0,-1
5,4,1,1,1,0,1,2,0,1,-1
5,4,5,1,6,0,2,1,9,3,-1
12,6,3,7,3,1,4,3,8,4,-1
15,8,12,8,10,3,3,8,0,1,-1
6,1,3,2,0,1,4,1,1,2,-1
9,10,6,5,7,4,4,3,6,5,-1
35,34,8,5,15,19,8,10,3,5,-1
15,5,8,7,6,5,1,1,2,1,-1
22,11,5,7,10,12,9,8,5,3,-1
7,3,1,5,3,4,7,1,1,2,-1
9,5,8,5,4,5,1,1,0,3,-1
11,5,4,3,1,5,2,1,2,4,-1
7,4,3,1,3,0,3,2,8,1,-1
9,4,6,0,8,3,7,3,3,2,-1
11,2,9,6,8,5,2,3,0,5,-1
8,3,2,3,6,6,2,2,4,8,-1
5,4,7,3,1,2,2,2,5,1,-1
9,1,2,4,4,1,1,3,10,5,-1
4,2,1,3,4,1,5,2,6,2,-1
21,6,5,8,4,6,0,2,0,1,-1
21,8,10,9,7,7,4,2,4,6,-1
17,11,11,8,7,4,9,5,12,4,-1
7,2,4,2,2,7,1,3,0,5,-1
17,4,5,4,2,4,0,5,0,0,-1
14,8,14,13,14,8,6,7,2,4,-1
42,22,28,26,26,10,17,15,4,8,-1
9,3,3,3,4,2,1,2,0,1,-1
32,13,20,20,14,8,13,9,2,6,-1
20,14,10,9,7,7,7,5,0,2,-1
19,14,14,10,9,11,4,12,7,5,-1
14,4,5,5,8,2,2,7,8,5,-1
14,6,0,4,3,6,5,1,3,5,-1
24,3,13,7,11,1,9,5,2,0,-1
13,8,5,6,2,8,6,6,2,6,-1
8,2,3,2,2,1,0,0,2,1,-1
12,5,7,3,4,10,2,1,0,2,-1
5,3,8,2,2,2,0,2,1,1,-1
9,6,2,6,1,0,0,0,4,0,-1
8,4,0,5,5,2,0,0,0,2,-1
16,4,6,3,3,3,3,5,2,5,-1
8,1,5,2,2,5,2,2,3,1,-1
8,6,6,1,5,3,4,1,1,1,-1
1,1,4,2,1,2,1,0,2,2,-1
36,15,12,12,4,5,2,11,4,2,-1
5,1,6,4,1,3,3,2,0,1,-1
44,12,30,22,18,6,8,11,11,3,-1
15,11,15,7,12,4,3,2,4,9,-1
28,14,12,13,9,13,2,10,3,7,-1
45,17,27,10,23,5,5,15,4,3,-1
6,6,9,2,2,3,7,3,8,1,-1
71,19,20,16,31,21,3,14,2,4,-1
22,15,9,8,20,5,7,6,4,8,-1
2,4,2,4,3,4,6,4,1,7,-1
4,0,4,0,4,5,2,0,7,4,-1
24,4,7,8,4,1,3,7,1,4,-1
7,3,2,2,3,1,1,2,0,3,-1
3,1,3,2,3,0,1,2,1,3,-1
33,8,10,12,9,14,0,4,1,6,-1
6,2,1,4,4,2,0,4,0,1,-1
22,14,7,7,7,8,5,5,0,5,-1
11,1,3,3,1,1,2,1,0,3,-1
6,7,4,3,4,6,4,2,5,3,-1
27,26,13,10,10,11,7,9,0,4,-1
6,2,5,2,3,4,3,2,0,2,-1
5,1,3,0,3,2,2,1,1,2,-1
7,4,6,4,2,7,1,0,0,1,-1
5,2,0,1,1,0,1,2,1,2,-1
2,1,1,1,0,1,1,0,2,0,-1
7,1,6,4,1,4,4,1,5,3,-1
8,2,4,2,1,3,2,2,2,3,-1
8,2,4,2,1,3,2,2,2,3,-1
3,2,1,1,2,0,0,1,1,1,-1
4,4,3,0,2,2,3,1,2,4,-1
6,3,8,3,4,3,4,1,0,2,-1
12,6,7,4,7,3,1,3,3,4,-1
8,1,2,1,1,2,2,1,0,3,-1
14,6,6,5,5,4,3,3,4,1,-1
17,4,13,8,13,1,4,4,3,5,-1
27,18,18,13,15,23,5,15,3,6,-1
12,4,4,3,9,4,1,4,0,2,-1
6,8,5,5,4,2,5,2,5,4,-1
10,3,4,3,4,9,1,3,1,1,-1
6,5,7,3,2,0,0,2,0,1,-1
38,15,31,21,22,13,3,16,0,8,-1
15,10,11,8,5,5,4,4,0,5,-1
11,6,7,1,2,9,5,4,0,2,-1
11,6,4,2,4,3,2,1,1,4,-1
6,4,3,1,2,0,2,1,4,2,-1
11,2,3,5,4,2,2,2,0,4,-1
17,7,6,7,5,0,4,3,13,7,-1
23,11,2,3,7,4,8,7,0,4,-1
3,5,4,2,4,1,0,2,6,4,-1
2,3,2,0,3,1,1,1,0,1,-1
9,3,4,5,5,7,6,2,3,9,-1
